OBJECTID,ID,CDMUN,NMMUN,SGUF,ISH,TPMAN,CSMAN,TPSIS,TPOPE,SHAPE_Length,SHAPE_Area
5045,5045,4320800,Soledade,RS,Máxima,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,2.87204551541089,0.112337539066298
5046,5046,4320859,Tabaí,RS,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,0.526405360944002,0.00883019664131241
5047,5047,4320909,Tapejara,RS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.13431502479562,0.0218531447267059
5048,5048,4321006,Tapera,RS,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.876308449551284,0.0166081058028881
5049,5049,4321105,Tapes,RS,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.83626646610103,0.0758084881786406
5050,5050,4321204,Taquara,RS,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.64185923342228,0.0426452484784988
5051,5051,4321303,Taquari,RS,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.10303883188109,0.0326382890754855
5052,5052,4321329,Taquaruçu do Sul,RS,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,0.543224509853129,0.00701898716482039
5053,5053,4321352,Tavares,RS,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.28177305058547,0.0577920920491618
5054,5054,4321402,Tenente Portela,RS,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.23758286178455,0.0307882710934967
5055,5055,4321436,Terra de Areia,RS,Alta,Preponderantemente Subterrânea,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,0.774236920723637,0.0132502774731174
5056,5056,4321451,Teutônia,RS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.803759406693358,0.0166052025135283
5057,5057,4321469,Tio Hugo,RS,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.663011351817525,0.0105092886678081
5058,5058,4321477,Tiradentes do Sul,RS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.963011227807379,0.021546118469905
5059,5059,4321493,Toropi,RS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.841980515595898,0.0188817879449871
5060,5060,4321501,Torres,RS,Alta,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,0.901906530396392,0.015012563045107
5061,5061,4321600,Tramandaí,RS,Alta,Preponderantemente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Integrado,Companhia Estadual,0.757010280650177,0.0133620996512797
5062,5062,4321626,Travesseiro,RS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.638406651955033,0.00749080488202871
5063,5063,4321634,Três Arroios,RS,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.830355380777399,0.0135706020592625
5064,5064,4321667,Três Cachoeiras,RS,Baixa,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,0.923428919598867,0.0233918906180925
5065,5065,4321709,Três Coroas,RS,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,0.777778656019689,0.0172020654318383
5066,5066,4321808,Três de Maio,RS,Máxima,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.75845850143957,0.0385658041271364
5067,5067,4321832,Três Forquilhas,RS,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.860859648936442,0.0202035132935367
5068,5068,4321857,Três Palmeiras,RS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.845790356272495,0.0165110348134242
5069,5069,4321907,Três Passos,RS,Alta,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.02940606896785,0.0245201697015051
5070,5070,4321956,Trindade do Sul,RS,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.11922352321331,0.02452013115904
5071,5071,4322004,Triunfo,RS,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.59971422355487,0.0763273410932954
5072,5072,4322103,Tucunduva,RS,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.13194520349191,0.016569068379017
5073,5073,4322152,Tunas,RS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.891333508484926,0.0201429096103451
5074,5074,4322186,Tupanci do Sul,RS,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.524979192734544,0.0123992955242311
5075,5075,4322202,Tupanciretã,RS,Alta,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,3.27272355078009,0.208678678158571
5076,5076,4322251,Tupandi,RS,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.394183308265437,0.00552948278672609
5077,5077,4322301,Tuparendi,RS,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.36382203027591,0.0281545364019549
5078,5078,4322327,Turuçu,RS,Baixa,Exclusivamente Superficial,Manancial com Média Vulnerabilidade,Sistema Isolado,Autarquia Municipal,1.23236319736582,0.0240722004788248
5079,5079,4322343,Ubiretama,RS,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,0.769826077426273,0.011551811342716
5080,5080,4322350,União da Serra,RS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.58478084168151,0.0121182495715685
5081,5081,4322376,Unistalda,RS,Média,Exclusivamente Superficial,Manancial com Média Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.39085745114112,0.0558143890326129
5082,5082,4322400,Uruguaiana,RS,Alta,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,3.95301502551872,0.532285609603561
5083,5083,4322509,Vacaria,RS,Baixa,Exclusivamente Superficial,Manancial com Média Vulnerabilidade,Sistema Isolado,Companhia Estadual,3.60168906452538,0.195556929114828
5084,5084,4322525,Vale Verde,RS,Alta,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,0.999219377476352,0.0307765999795546
5085,5085,4322533,Vale do Sol,RS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.16720435325487,0.0305670545334017
5086,5086,4322541,Vale Real,RS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.467031850015172,0.00418916879511335
5087,5087,4322558,Vanini,RS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.52925277444849,0.00598120193752067
5088,5088,4322608,Venâncio Aires,RS,Alta,Preponderantemente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,2.23122937703658,0.0718631681585353
5089,5089,4322707,Vera Cruz,RS,Média,Preponderantemente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,1.16713303116293,0.028866692438327
5090,5090,4322806,Veranópolis,RS,Alta,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Integrado,Companhia Estadual,1.18698538280124,0.0267937325421255
5091,5091,4322855,Vespasiano Corrêa,RS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.519772640358488,0.0105275133043322
5092,5092,4322905,Viadutos,RS,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,1.2287621670408,0.0244983301995886
5093,5093,4323002,Viamão,RS,Baixa,Preponderantemente Superficial,Manancial com Média Vulnerabilidade,Sistema Integrado,Companhia Estadual,2.32770367872516,0.140148795381648
5094,5094,4323101,Vicente Dutra,RS,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.664346538159872,0.0175775286143633
5095,5095,4323200,Victor Graeff,RS,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.51604228706078,0.021957014819762
5096,5096,4323309,Vila Flores,RS,Alta,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Integrado,Companhia Estadual,0.573002680034625,0.00995486068002946
5097,5097,4323358,Vila Lângaro,RS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.04606709307015,0.0139327359492434
5098,5098,4323408,Vila Maria,RS,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.948240473727626,0.0166959194789297
5099,5099,4323457,Vila Nova do Sul,RS,Alta,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.30792122997359,0.047685330823906
5100,5100,4323507,Vista Alegre,RS,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,0.604776925800181,0.00707883979614582
5101,5101,4323606,Vista Alegre do Prata,RS,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.671240284578579,0.011030524879834
5102,5102,4323705,Vista Gaúcha,RS,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.567287555987416,0.00820449990961635
5103,5103,4323754,Vitória das Missões,RS,Alta,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,1.28655549422372,0.0237804458896837
5104,5104,4323770,Westfália,RS,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.402461848818969,0.00591801977303015
5105,5105,4323804,Xangri-lá,RS,Alta,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,0.402221988824915,0.00567370268823532
5106,5106,5000203,Água Clara,MS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,5.71421630941651,0.671558650198379
5107,5107,5000252,Alcinópolis,MS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,4.27380190194263,0.37560178063106
5108,5108,5000609,Amambai,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,3.66735100873282,0.369795625794967
5109,5109,5000708,Anastácio,MS,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,3.418063106044,0.252365460157005
5110,5110,5000807,Anaurilândia,MS,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,2.35664115451008,0.298952979438984
5111,5111,5000856,Angélica,MS,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.83277871858737,0.112310092147813
5112,5112,5000906,Antônio João,MS,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,2.77530374800685,0.0959911055749945
5113,5113,5001003,Aparecida do Taboado,MS,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,2.18460626037326,0.237618738632424
5114,5114,5001102,Aquidauana,MS,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,9.26747020552376,1.47272441962552
5115,5115,5001243,Aral Moreira,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,2.88074380059244,0.145569477095463
5116,5116,5001508,Bandeirantes,MS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,3.1788756833798,0.267254215409552
5117,5117,5001904,Bataguassu,MS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,2.72988629649346,0.208959458683245
5118,5118,5002001,Batayporã,MS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,2.06404083125828,0.16018381794111
5119,5119,5002100,Bela Vista,MS,Máxima,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,5.26549891589301,0.432402680924262
5120,5120,5002159,Bodoquena,MS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,3.28937630760327,0.224509272507034
5121,5121,5002209,Bonito,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,4.69985841865095,0.466865664872373
5122,5122,5002308,Brasilândia,MS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,4.04206640860222,0.504416340867078
5123,5123,5002407,Caarapó,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,2.72896370497229,0.185797545052964
5124,5124,5002605,Camapuã,MS,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,5.27903857557752,0.536320516162931
5125,5125,5002704,Campo Grande,MS,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,6.86771572228481,0.701795329862882
5126,5126,5002803,Caracol,MS,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,3.88927910540872,0.257299100838594
5127,5127,5002902,Cassilândia,MS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,4.15800439657999,0.314077673461092
5128,5128,5002951,Chapadão do Sul,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,3.96744216362262,0.278974222597999
5129,5129,5003108,Corguinho,MS,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,3.33738415171656,0.227583897389011
5130,5130,5003157,Coronel Sapucaia,MS,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.71249642462378,0.0903950271051518
5131,5131,5003207,Corumbá,MS,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,17.8040454569128,5.52044922801642
5132,5132,5003256,Costa Rica,MS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,4.16092255096635,0.355887052014293
5133,5133,5003306,Coxim,MS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,5.82294757211467,0.546186463088056
5134,5134,5003454,Deodápolis,MS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.49119650340703,0.0725388640171003
5135,5135,5003488,Dois Irmãos do Buriti,MS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,3.73332298139122,0.210692605274736
5136,5136,5003504,Douradina,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.769483998982002,0.0245302021099272
5137,5137,5003702,Dourados,MS,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,5.46433304603051,0.355626163732323
5138,5138,5003751,Eldorado,MS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.37927198329244,0.0896905298554804
5139,5139,5003801,Fátima do Sul,MS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.23117633767756,0.027642338336701
5140,5140,5003900,Figueirão,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,3.6787531414363,0.418076657011409
5141,5141,5004007,Glória de Dourados,MS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.975859874181429,0.0432826371854329
5142,5142,5004106,Guia Lopes da Laguna,MS,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,4.78967082967359,0.106837831986893
5143,5143,5004304,Iguatemi,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,2.81294941858054,0.261308410634704
5144,5144,5004403,Inocência,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,4.45637847190514,0.496260520665209
5145,5145,5004502,Itaporã,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.80727301013712,0.117438007316718
5146,5146,5004601,Itaquiraí,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,2.41878103048149,0.182219383403899
5147,5147,5004700,Ivinhema,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,2.10327259311033,0.175666571430574
5148,5148,5004809,Japorã,MS,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.20644503040027,0.0369135213282791
5149,5149,5004908,Jaraguari,MS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,3.15993520059226,0.25179172432523
5150,5150,5005004,Jardim,MS,Máxima,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,4.92285237874632,0.185415825381922
5151,5151,5005103,Jateí,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,2.95677642672944,0.169921153970847
5152,5152,5005152,Juti,MS,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,2.21143504108162,0.137985990156413
5153,5153,5005202,Ladário,MS,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.758119800818858,0.0304135978092307
5154,5154,5005251,Laguna Carapã,MS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,3.08837540003239,0.151649596903735
5155,5155,5005400,Maracaju,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,10.055357207746,0.47066210798005
5156,5156,5005608,Miranda,MS,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,5.02358833762731,0.472650744412818
5157,5157,5005681,Mundo Novo,MS,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.26192880044105,0.0424293307188352
5158,5158,5005707,Naviraí,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,3.2894918697573,0.280981791236682
5159,5159,5005806,Nioaque,MS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,7.95366096924086,0.339844084628479
5160,5160,5006002,Nova Alvorada do Sul,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,4.96282096639281,0.350799342727468
5161,5161,5006200,Nova Andradina,MS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,3.56317452512874,0.417014168373955
5162,5162,5006259,Novo Horizonte do Sul,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.64170923522717,0.0745811828786523
5163,5163,5006275,Paraíso das Águas,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,4.48957421065862,0.434858715350757
5164,5164,5006309,Paranaíba,MS,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,3.57747097118943,0.465087628678045
5165,5165,5006358,Paranhos,MS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,2.06161824620548,0.115729250387233
5166,5166,5006408,Pedro Gomes,MS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,4.99623294915843,0.303039693672966
5167,5167,5006606,Ponta Porã,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,8.83688369314669,0.469372645133583
5168,5168,5006903,Porto Murtinho,MS,Máxima,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,8.08982649782146,1.52301312919943
5169,5169,5007109,Ribas do Rio Pardo,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,8.67052771740534,1.500330576497
5170,5170,5007208,Rio Brilhante,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,4.74726629059546,0.347667189572635
5171,5171,5007307,Rio Negro,MS,Alta,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,2.05502683227494,0.157328884888535
5172,5172,5007406,Rio Verde de Mato Grosso,MS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,4.74030503595493,0.700524892755688
5173,5173,5007505,Rochedo,MS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,2.69223384857593,0.135280050996796
5174,5174,5007554,Santa Rita do Pardo,MS,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,4.50513646675761,0.534692784957635
5175,5175,5007695,São Gabriel do Oeste,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,3.79926189381206,0.330651743346069
5176,5176,5007703,Sete Quedas,MS,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,2.21277714432179,0.0743895449293255
5177,5177,5007802,Selvíria,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,2.69835925013625,0.281459361321076
5178,5178,5007901,Sidrolândia,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,4.5302355109936,0.457805314867847
5179,5179,5007935,Sonora,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,7.04065463195878,0.356392580110902
5180,5180,5007950,Tacuru,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,2.35806783366332,0.157900127981181
5181,5181,5007976,Taquarussu,MS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.93808095215018,0.0924575333534068
5182,5182,5008008,Terenos,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,3.06182703807956,0.246332929641545
5183,5183,5008305,Três Lagoas,MS,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,5.34283544295197,0.884383287963097
5184,5184,5008404,Vicentina,MS,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.743835150736734,0.0274132781369614
5185,5185,5100102,Acorizal,MT,Média,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,1.97496462706637,0.0852742128116535
5186,5186,5100201,Água Boa,MT,Alta,Preponderantemente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,4.89465525539607,0.62830451260591
5187,5187,5100250,Alta Floresta,MT,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,5.55663616040783,0.738427204009876
5188,5188,5100300,Alto Araguaia,MT,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,5.50720572280863,0.459262075140057
5189,5189,5100359,Alto Boa Vista,MT,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,2.99420771497721,0.185846972372387
5190,5190,5100409,Alto Garças,MT,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,3.59244770846356,0.327858433154519
5191,5191,5100508,Alto Paraguai,MT,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,3.07701748523008,0.154854336966742
5192,5192,5100607,Alto Taquari,MT,Baixa,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,2.46031599070535,0.122766775508381
5193,5193,5100805,Apiacás,MT,Média,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,8.49386948936775,1.68407927335903
5194,5194,5101001,Araguaiana,MT,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,5.44589931205548,0.540056070550983
5195,5195,5101209,Araguainha,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.79202968237796,0.0583327610351782
5196,5196,5101258,Araputanga,MT,Alta,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,2.43360017121017,0.13545871140307
5197,5197,5101308,Arenápolis,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.04574888624154,0.0348431112165414
5198,5198,5101407,Aripuanã,MT,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,9.11165670967541,2.071642602151
5199,5199,5101605,Barão de Melgaço,MT,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,7.06531775130086,0.968746028173146
5200,5200,5101704,Barra do Bugres,MT,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,7.86750707910964,0.502795499304818
5201,5201,5101803,Barra do Garças,MT,Alta,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,6.38971336510966,0.764227678628676
5202,5202,5101852,Bom Jesus do Araguaia,MT,Baixa,Não Possui Sistema de Abastecimento,Não Possui Sistema de Abastecimento,Não possui sistema de abastecimento,Não Possui Sistema de Abastecimento,3.86437293255443,0.35507511456188
5203,5203,5101902,Brasnorte,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,7.07459103466683,1.32684127001651
5204,5204,5102504,Cáceres,MT,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,10.6613799074962,2.08199461609451
5205,5205,5102603,Campinápolis,MT,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,4.46835295658221,0.501255877967364
