"","cod_municipio","cod_municipiodv","municipio","Tipo","CEP","Endereço"
"2056",317103,3171030,"Verdelândia","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39458-000","R. Quinze de Novembro, 204, VERDELÂNDIA"
"2057",313580,3135803,"Jequitinhonha","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39960-970","RUA CEL RAMIRO PEREIRA, 228, CENTRO"
"2058",316930,3169307,"Três Corações","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37410-872","AVENIDA BRASIL, 225, JARDIM AMÉRICA"
"2059",310670,3106705,"Betim","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","32600-412","RUA PARÁ DE MINAS, 640, BRASILÉIA"
"2060",311520,3115201,"Conceição da Barra de Minas","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","36360-000","Rua Padre Antônio de Pádua Chaves, 70, CONCEIÇÃO DA BARRA DE MINAS"
"2061",313270,3132701,"Itambacuri","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39830-000","Praça dos Fundadores, 325, ITAMBACURI"
"2062",313440,3134400,"Iturama","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","38280-000","Avenida Campina Verde, 806, ITURAMA"
"2063",314350,3143500,"Morada Nova de Minas","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","35628-970","Avenida Cel. Sebastião Pereira de Magalhães e Castro, 315, CENTRO"
"2064",311880,3118809,"Coração de Jesus","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39340-000","Praça José Carlos Lima, S/N, CORAÇÃO DE JESUS"
"2065",314740,3147402,"Paraopeba","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","35774-000","Rua Avelino Fóscolo, 143, PARAOPEBA"
"2066",314740,3147402,"Paraopeba","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","35774-970","Rua Américo Barbosa, 13, CENTRO"
"2067",310590,3105905,"Barroso","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","36212-000","Praça SANTANA, 120, BARROSO"
"2068",313950,3139508,"Manhumirim","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","36970-000","Rua Roque Porcaro Júnior, 181, MANHUMIRIM"
"2069",311110,3111101,"Campina Verde","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","38270-000","Rua 30, 296, CAMPINA VERDE"
"2070",312420,3124203,"Espera Feliz","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","36830-000","JOÃO SEBASTIÃO DE AMORIM, 110, CENTRO"
"2071",313330,3133303,"Itaobim","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39625-000","Rua Belo Horizonte, 360, ITAOBIM"
"2072",313210,3132107,"Itacarambi","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39470-000","Rua Januária, 61, ITACARAMBI"
"2073",314080,3140803,"Matias Barbosa","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","36120-000","Av. Engenheiro Paulo Brandão, 380, MATIAS BARBOSA"
"2074",314200,3142007,"Mirabela","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39373-000","Praça Bom Jesus, 295, MIRABELA"
"2075",310375,3103751,"Araporã","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","38465-000","''Rua Tancredo Neves, 51, ARAPORÃ"
"2076",316200,3162005,"São Gonçalo do Sapucaí","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37490-000","Praça Alberto Rocha, 100, SÃO GONÇALO DO SAPUCAÍ"
"2077",313920,3139201,"Malacacheta","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39690-000","Praça Monsenhor Jorge Lopes de Oliveira, 130, MALACACHETA"
"2078",316790,3167905,"Tabuleiro","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","36165-000","Praça Alzira Moraes Prata, 66, TABULEIRO"
"2079",311440,3114402,"Carmo do Rio Claro","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37150-970","Praça Maria Goulart, 37, CENTRO"
"2080",311450,3114501,"Carmópolis de Minas","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","35534-970","RUA CORAÇÃO DE JESUS, 170, CENTRO"
"2081",311510,3115102,"Cássia","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37980-000","Praça JK, 108 / CENTRO, CÁSSIA"
"2082",311660,3116605,"Cláudio","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","35530-970","AVENIDA PRESIDENTE TANCREDO NEVES, 170, CENTRO"
"2083",312830,3128303,"Guaranésia","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37810-970","Rua Santa Barbara, 84, CENTRO"
"2084",312970,3129707,"Ibiraci","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37990-000","rua 6 de abril, 912, IBIRACI"
"2085",313480,3134806,"Jacuí","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37965-970","Praça Presidente Vargas, 45, CENTRO"
"2086",313690,3136900,"Juruaia","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37805-970","Rua Ana Vitória, 135, CENTRO"
"2087",314290,3142908,"Monte Azul","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39500-000","Praça Francisco Teles de Menezes, 190, MONTE AZUL"
"2088",314320,3143203,"Monte Santo de Minas","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37968-970","Avenida Governador Valadares, 197, CENTRO"
"2089",314510,3145109,"Nova Resende","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37860-970","Praça Santa Rita, 163, CENTRO"
"2090",314655,3146552,"Pai Pedro","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39517-000","PRAÇA JOSÉ AMBRÓSIO PRATES, S/N, PAI PEDRO"
"2091",314710,3147105,"Pará de Minas","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","35660-017","RUA FRANCISCO SALES, 138, CENTRO"
"2092",314850,3148509,"Pavão","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39814-000","Rua Getúlio Vargas, Centro, 123, PAVÃO"
"2093",314970,3149705,"Perdigão","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","35545-970","Praça Santa Rita, 150, CENTRO"
"2094",315290,3152907,"Pratápolis","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37970-970","Praça Castorino de Souza, 100, CENTRO"
"2095",316390,3163904,"São Pedro da União","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37855-970","Rua Coronel João Ferreira Barbosa, 47, CENTRO"
"2096",313655,3136553,"José Raydan","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39775-000","Rua das Flores, 25, JOSÉ RAYDAN"
"2097",311910,3119104,"Corinto","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39200-000","RUA LÚCIA MAGALHÃES, 368, CORINTO"
"2098",313410,3134103,"Itueta","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","35220-971","Av. Coronel Osório, 725, sala 06, CENTRO"
"2099",312000,3120003,"Córrego Novo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","35345-000","Av. Prefeito Carlito Caetano, Bairro Sagrada Família, 235, CÓRREGO NOVO"
"2100",312590,3125903,"Ferros","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","35800-000","Rua Fernando Dias de Carvalho, 16, FERROS"
"2101",312960,3129608,"Ibiaí","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39350-974","PRAÇA 31 DE MARÇO, 555, CENTRO"
"2102",316840,3168408,"Tarumirim","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","35140-970","RUA PLAUTINO SOARES, 100, CENTRO"
"2103",310940,3109402,"Buritizeiro","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39280-970","Rua Barnabé Martins, 51, CENTRO"
"2104",313560,3135605,"Jequitaí","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39370-970","Rua Daniel da Fonseca Junior, 375, CENTRO"
"2105",315430,3154309,"Resplendor","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","35230-970","Rua Moraes de Carvalho, 597, CENTRO, CENTRO"
"2106",310540,3105400,"Barão de Cocais","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","35970-970","Praça Monsenhor Gerardo Magela, 316, CENTRO"
"2107",312370,3123700,"Engenheiro Caldas","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","35130-970","Rua Joaquim Manoel Ribeiro, 28, CENTRO"
"2108",311535,3115359,"Catas Altas","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","35969-000","Rua Joaquim José Loureiro, 214, CENTRO, CATAS ALTAS"
"2109",311265,3112653,"Capitão Andrade","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","35123-970","Avenida Levindo Dias, 171, Bairro Nossa Senhora Aparecida, CENTRO"
"2110",315053,3150539,"Pingo-d'Água","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","35348-972","Praça da Legislação, 175B, CENTRO"
"2111",316880,3168804,"Tiradentes","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","36325-000","Rua Bélica, 90, TIRADENTES"
"2112",312150,3121506,"Desterro do Melo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","36210-000","AMÉRICO SILVERIO AUGUSTO DE MELO, 158, DESTERRO DO MELO"
"2113",313260,3132602,"Itamarati de Minas","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","36788-000","AVENIDA CORONEL ARAUJO PORTO, 10 - 2º andar, ITAMARATI DE MINAS"
"2114",316290,3162906,"São João Nepomuceno","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","36680-117","RUA JOAQUIM MURTINHO, 67, CENTRO"
"2115",311330,3113305,"Carangola","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","36800-000","MARECHAL DEODORO, 333, CARANGOLA"
"2116",313860,3138609,"Lima Duarte","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","36140-000","PRAÇA JK, 173, LIMA DUARTE"
"2117",313340,3133402,"Itapagipe","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","38240-000","Rua oito, 1000, ITAPAGIPE"
"2118",311140,3111408,"Campo Florido","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","38130-000","Praça Eteocles Vilela Silva, 78, CAMPO FLORIDO"
"2119",311820,3118205,"Conquista","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","38195-000","Rua Coronel Maia, 76, CONQUISTA"
"2120",314500,3145000,"Nova Ponte","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","38160-000","Praça dos 3 poderes, 1001, NOVA PONTE"
"2121",316810,3168101,"Tapira","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","38185-000","Avenida Geraldo Tomás de Aquino, 35, TAPIRA"
"2122",315990,3159902,"Santo Antônio do Amparo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37262-970","Avenida Santo Antônio, 01, CENTRO"
"2123",311550,3115508,"Caxambu","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37440-970","Praça Dezesseis de Setembro, 24, CENTRO"
"2124",310260,3102605,"Andradas","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37795-970","Rua Professor Xânico, 176, CENTRO"
"2125",310840,3108404,"Botelhos","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37720-970","Av. Major Antônio Alberto Fernandes, 167, CENTRO"
"2126",313115,3131158,"Ipaba","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","35198-000","Avenida Manoel Machado Franco, 176, CENTRO, IPABA"
"2127",313120,3131208,"Ipanema","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","36950-000","Avenida Sete de Setembro, centro, 751 A, IPANEMA"
"2128",313930,3139300,"Manga","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39460-000","Praça Coronel Bembem, 1477, MANGA"
"2129",310820,3108206,"Bonfinópolis de Minas","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","38650-970","Avenida Argemiro Barbosa da Silva, 569, CENTRO"
"2130",314560,3145604,"Oliveira","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","35540-970","Praça XV de novembro, 127, CENTRO"
"2131",310740,3107406,"Bom Despacho","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","35630-034","R. Marechal Floriano Peixoto,, 121 - 2º andar - Sala 203, CENTRO"
"2132",314437,3144375,"Natalândia","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","38658-972","Rua Natalício, 560, CENTRO"
"2133",310380,3103801,"Arapuá","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","38860-970","Avenida Eduardo Augusto de Medeiros, 111, CENTRO"
"2134",312980,3129806,"Ibirité","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","32400-460","AVENIDA SÃO PAULO, 608, VILA NOVA ESPERANÇA - 1ª SEÇÃO"
"2135",315340,3153400,"Presidente Olegário","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","38750-970","PRAÇA AFONSO DE SÁ, 180, CENTRO"
"2136",311430,3114303,"Carmo do Paranaíba","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","38840-000","Rua: Dr. Antonio Alves, 21, CARMO DO PARANAÍBA"
"2137",313490,3134905,"Jacutinga","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37590-970","Praça Delfim Moreira, sn, CENTRO"
"2138",316443,3164431,"São Sebastião da Vargem Alegre","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","36793-000","PRAÇA JOSÉ HONORATO DE ALMEIDA, 83, SÃO SEBASTIÃO DA VARGEM ALEGRE"
"2139",310150,3101508,"Além Paraíba","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","36660-000","Rua Dauro Schettino, 160, ALÉM PARAÍBA"
"2140",312880,3128808,"Guidoval","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","36515-000","Rua Romeu Mendonça, 108, GUIDOVAL"
"2141",315630,3156304,"Rodeiro","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","36510-000","Rua São Sebastião, 215, RODEIRO"
"2142",311020,3110202,"Cajuri","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","36560-000","Praça Capitão Arnaldo Dias Andrade, 12, CAJURI"
"2143",316150,3161502,"São Geraldo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","36530-000","Rua Clemente Bastos, 200, SÃO GERALDO"
"2144",317200,3172004,"Visconde do Rio Branco","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","36520-000","PRAÇA 28 DE SETEMBRO, S/N, VISCONDE DO RIO BRANCO"
"2145",314300,3143005,"Monte Belo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37115-000","AVENIDA GETÚLIO VARGAS, 300/SALA C, MONTE BELO"
"2146",310950,3109501,"Cabo Verde","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37880-000","Avenida Oscar Ornelas, 152, CABO VERDE"
"2147",314480,3144805,"Nova Lima","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","34000-204","RUA CHALMERS, 88, CENTRO"
"2148",313925,3139250,"Mamonas","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39516-000","Rua Selvino Alves Teixeira, 01, MAMONAS"
"2149",316510,3165107,"São Tomás de Aquino","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37960-000","Alves de Figueiredo, 393 / CENTRO, SÃO TOMÁS DE AQUINO"
"2150",317052,3170529,"Urucuia","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","38649-000","Rua Alipia Gonçalves Lisboa, 100 - Urucuia Nova, 100, URUCUIA"
"2151",316960,3169604,"Tupaciguara","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","38480-000","Av Brasil, 161 - sala 01, TUPACIGUARA"
"2152",312190,3121902,"Divinésia","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","36546-000","R PADRE JACINTO, 16, DIVINÉSIA"
"2153",316890,3168903,"Tiros","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","38880-000","Praça Santa Antônio, 170, TIROS"
"2154",313230,3132305,"Itaipé","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39815-000","PRAÇA FREI VENCESLAU, 01, ITAIPÉ"
"2155",314530,3145307,"Novo Cruzeiro","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39820-000","Avenida Julio Campos, 172, NOVO CRUZEIRO"
"2156",314535,3145356,"Novo Oriente de Minas","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39817-000","PRAÇA JOÃO ROQUE, 11, NOVO ORIENTE DE MINAS"
"2157",316210,3162104,"São Gotardo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","38800-000","RUA PROFESSORA MARIA COELI FRANCO, 13, SÃO GOTARDO"
"2158",316320,3163201,"São José do Alegre","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37510-970","Praça Nestor Daniel de Carvalho, 129, CENTRO"
"2159",310855,3108552,"Brasilândia de Minas","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","38779-000","PRAÇA CÍVICA, 141, BRASILÂNDIA DE MINAS"
"2160",310510,3105103,"Bambuí","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","38900-970","Praça Omar Chaves, 265 / Centro, CENTRO"
"2161",311070,3110707,"Cambuquira","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37420-970","Avenida Virgílio de Mello Franco, 555, CENTRO"
"2162",314260,3142601,"Monsenhor Paulo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37405-970","Rua José Américo, 525, CENTRO"
"2163",314630,3146305,"Padre Paraíso","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39818-000","Rua Orlando Tavares, 10, PADRE PARAÍSO"
"2164",312245,3122454,"Divisópolis","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39912-000","Praça Sérgio Chaves, 100, DIVISÓPOLIS"
"2165",316380,3163805,"São Miguel do Anta","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","36590-000","Rua São José, 730, SÃO MIGUEL DO ANTA"
"2166",312400,3124005,"Ervália","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","36555-000","Nossa Senhora Aparecida, 50, ERVÁLIA"
"2167",314380,3143807,"Munhoz","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37620-970","Pça José Teodoro Serafim, 400, CENTRO"
"2168",312015,3120151,"Crisólita","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39885-000","Praça José Quaresma Da Costa, 8 Centro, CRISÓLITA"
"2169",310090,3100906,"Águas Formosas","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39880-000","Rua Joaíma, 245/ Centro, ÁGUAS FORMOSAS"
"2170",310760,3107604,"Bom Jesus da Penha","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37948-970","Praça Dom Inácio, 200, CENTRO"
"2171",310440,3104403,"Argirita","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","36710-000","Rua Joaquim Barbosa de Castro, 22, ARGIRITA"
"2172",310770,3107703,"Bom Jesus do Amparo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","35908-000","Rua Alferes José Pessoa de Farias, 20 LJ 05, BOM JESUS DO AMPARO"
"2173",312780,3127800,"Grão Mogol","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39570-000","Rua Artur Campos, 59, GRÃO MOGOL"
"2174",312140,3121407,"Desterro de Entre Rios","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","35494-000","RUA TEÓFILO ANDRADE, 66, DESTERRO DE ENTRE RIOS"
"2175",312890,3128907,"Guimarânia","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","38730-970","Rua Guimarães, 280, CENTRO"
"2176",314310,3143104,"Monte Carmelo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","38500-000","RUA DOS TAMBUS, 461, MONTE CARMELO"
"2177",314315,3143153,"Monte Formoso","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39893-000","Travessa Primitivo Barbuda, 391 / CENTRO, MONTE FORMOSO"
"2178",312700,3127008,"Fronteira","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","38230-000","AV. MINAS GERAIS, 141, FRONTEIRA"
"2179",310920,3109204,"Buenópolis","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39230-000","Rua Eurico Evangelista Batista, 206, BUENÓPOLIS"
"2180",312620,3126208,"Formoso","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","38690-000","Rua Vicente Moreira, 363 - Centro, 363, FORMOSO"
"2181",310825,3108255,"Bonito de Minas","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39490-973","R Profeta Jonas de Paula Gomes, 127, CENTRO"
"2182",314620,3146206,"Ouro Verde de Minas","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39855-000","Rua Cícero Xavier de Vasconcelos, 19, OURO VERDE DE MINAS"
"2183",313290,3132909,"Itamogi","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37973-000","Rua Olímpia Ebratinha Mello Barreto, 392 / Lagoa Azul, ITAMOGI"
"2184",312247,3122470,"Dom Bosco","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","38654-000","Praça Eliane Queiroz da Silva, 25, DOM BOSCO"
"2185",314140,3141405,"Medina","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39620-000","Rua Sete de Setembro, 22, MEDINA"
"2186",316553,3165537,"Sarzedo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","32450-000","Vicente Nunes Resende, 188, SARZEDO"
"2187",310410,3104106,"Arceburgo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","37820-000","Rua Coronel Cândido de Souza Dias, 1033 / CENTRO, ARCEBURGO"
"2188",312675,3126752,"Franciscópolis","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","39695-000","Avenida Presidente Kennedy, 67, FRANCISCÓPOLIS"
